Times,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C_02B,Madiwela,C_01A,C_23,C_22,C_21,C_24,C_09D2,C_26,C_25,C_30,C_29,C_27A,C_28,C_06,C_07,C_04,C_03,C_05,C_20,C_17,C_19,C_10,C_18,C_16,C_14,C_13,C_15,C_08,C_11,C_31,C_32,C_33,C_12,C_01C,C_01B,C_01D,C_02A,C_09A,C_09B,C_09C,C_09D,C_19A,C_25A,C_25B,C_27B,C_28A,C_29C,C_02D,C_02C,C_02E
2019-05-21 07:00:00,0.224616,0.224616,0.224616,0.224616,0.224616,0.224616,2.6e-05,0.224616,2.6e-05,2.6e-05,2.6e-05,2.6e-05,0.224616,2.6e-05,2.6e-05,2.6e-05,2.6e-05,2.6e-05,2.6e-05,2.6e-05,2.6e-05,2.6e-05,2.6e-05,2.6e-05,2.6e-05,2.6e-05,2.6e-05,2.6e-05,2.6e-05,2.6e-05,2.6e-05,2.6e-05,2.6e-05,2.6e-05,2.6e-05,2.6e-05,2.6e-05,2.6e-05,2.6e-05,2.6e-05,0.283521,0,2.6e-05,2.6e-05,2.6e-05,2.6e-05,2.6e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004462,0.263879,0.01237,0.01237,0.01237,6.1e-05,0.005178,0.005178,0.224616,0.224616,0.005178,0.224616,0.283521,0.283521,0,7e-06,6.1e-05,0.01237,0.283521,0.01237,0.283521,0.005178,0.005178,0.283521,0.005178,0.005178,0.283521,0.283521,0.224616,0.224616,0.224616,0.283521,0.002246,0.002246,0.002246,0.000327,6.1e-05,6.1e-05,6.1e-05,0.01237,0.01237,0.01237,0.01237,0.005178,0.224616,0.224616,0.000327,0.000327,0.000327
2019-05-21 08:00:00,0.001012,0.001012,0.001012,0.001012,0.001012,0.001012,3.9e-05,0.001012,3.9e-05,3.9e-05,3.9e-05,3.9e-05,0.001012,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,0.278798,0,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004462,0.03394,0.095862,0.095862,0.095862,7.2e-05,0.005064,0.005064,0.001012,0.001012,0.005064,0.001012,0.278798,0.278798,0,7e-06,7.2e-05,0.095862,0.278798,0.095862,0.278798,0.005064,0.005064,0.278798,0.005064,0.005064,0.278798,0.278798,0.001012,0.001012,0.001012,0.278798,0.002246,0.002246,0.002246,0.000327,7.2e-05,7.2e-05,7.2e-05,0.095862,0.095862,0.095862,0.095862,0.005064,0.001012,0.001012,0.000327,0.000327,0.000327
2019-05-21 09:00:00,0.12412,0.12412,0.12412,0.12412,0.12412,0.12412,0.144532,0.12412,0.144532,0.144532,0.144532,0.144532,0.12412,0.144532,0.144532,0.144532,0.144532,0.144532,0.144532,0.144532,0.144532,0.144532,0.144532,0.144532,0.144532,0.144532,0.144532,0.144532,0.144532,0.144532,0.144532,0.144532,0.144532,0.144532,0.144532,0.144532,0.144532,0.144532,0.144532,0.144532,0.374054,0.18437,0.144532,0.144532,0.144532,0.144532,0.144532,0.218095,0.218095,0.218095,0.218095,0.218095,0.218095,0.218095,0.218095,0.218095,0.218095,0.218095,0.218095,0.218095,0.218095,0.218095,0.218095,0.18437,0.154629,0,0.095999,0.50914,0.50914,0.50914,0.341186,0.317855,0.317855,0.12412,0.12412,0.317855,0.12412,0.374054,0.374054,0.18437,6.9e-05,0.341186,0.50914,0.374054,0.50914,0.374054,0.317855,0.317855,0.374054,0.317855,0.317855,0.374054,0.374054,0.12412,0.12412,0.12412,0.374054,0,0,0,0,0.341186,0.341186,0.341186,0.50914,0.50914,0.50914,0.50914,0.317855,0.12412,0.12412,0,0,0
2019-05-21 10:00:00,0.1235,0.1235,0.1235,0.1235,0.1235,0.1235,0.144519,0.1235,0.144519,0.144519,0.144519,0.144519,0.1235,0.144519,0.144519,0.144519,0.144519,0.144519,0.144519,0.144519,0.144519,0.144519,0.144519,0.144519,0.144519,0.144519,0.144519,0.144519,0.144519,0.144519,0.144519,0.144519,0.144519,0.144519,0.144519,0.144519,0.144519,0.144519,0.144519,0.144519,0.374054,0.18437,0.144519,0.144519,0.144519,0.144519,0.144519,0.218095,0.218095,0.218095,0.218095,0.218095,0.218095,0.218095,0.218095,0.218095,0.218095,0.218095,0.218095,0.218095,0.218095,0.218095,0.218095,0.18437,0.154629,2.7e-05,0.065254,0.42357,0.42357,0.42357,0.341174,0.317762,0.317762,0.1235,0.1235,0.317762,0.1235,0.374054,0.374054,0.18437,6.9e-05,0.341174,0.42357,0.374054,0.42357,0.374054,0.317762,0.317762,0.374054,0.317762,0.317762,0.374054,0.374054,0.1235,0.1235,0.1235,0.374054,1e-06,1e-06,1e-06,1e-06,0.341174,0.341174,0.341174,0.42357,0.42357,0.42357,0.42357,0.317762,0.1235,0.1235,1e-06,1e-06,1e-06
2019-05-21 11:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7e-05,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,0,0,1e-06,1e-06,1e-06
2019-05-21 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-21 13:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-21 14:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-21 15:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-21 16:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-06,2e-06,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-21 17:00:00,0.000488,0.000488,0.000488,0.000488,0.000488,0.000488,1e-06,0.000488,1e-06,1e-06,1e-06,1e-06,0.000488,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0,0,1e-06,1e-06,1e-06,1e-06,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9e-05,4.9e-05,0.000488,0.000488,4.9e-05,0.000488,0,0,0,0,0,0,0,0,0,4.9e-05,4.9e-05,0,4.9e-05,4.9e-05,0,0,0.000488,0.000488,0.000488,0,5e-06,5e-06,5e-06,0,0,0,0,0,0,0,0,4.9e-05,0.000488,0.000488,0,0,0
2019-05-21 18:00:00,0.000488,0.000488,0.000488,0.000488,0.000488,0.000488,1e-06,0.000488,1e-06,1e-06,1e-06,1e-06,0.000488,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0,0,1e-06,1e-06,1e-06,1e-06,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9e-05,4.9e-05,0.000488,0.000488,4.9e-05,0.000488,0,0,0,0,0,0,0,0,0,4.9e-05,4.9e-05,0,4.9e-05,4.9e-05,0,0,0.000488,0.000488,0.000488,0,3e-06,3e-06,3e-06,0,0,0,0,0,0,0,0,4.9e-05,0.000488,0.000488,0,0,0
2019-05-21 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112,1e-06,0,3e-06,0,0,0,0,0,0,0,0,0,0,0,0,0.000112,0.000761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273494,0.273494,0.273494,0.104447,0,0,0,0,0,0,0,0,0,0,0.104447,0.104447,0.104447
2019-05-21 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000897,0,0,0,0,0,3e-06,3e-06,3e-06,3e-06,3e-06,3e-06,3e-06,3e-06,3e-06,3e-06,3e-06,3e-06,3e-06,3e-06,3e-06,3e-06,0.000897,0.00837,0.362034,3e-06,0,0,0,1.3e-05,0,0,0,0,0,0,0,0,0.000897,0.007978,1.3e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822855,0.822855,0.822855,0.529862,1.3e-05,1.3e-05,1.3e-05,0,0,0,0,0,0,0,0.529862,0.529862,0.529862
2019-05-21 21:00:00,0.001233,0.001233,0.001233,0.001233,0.001233,0.001233,1e-06,0.001233,1e-06,1e-06,1e-06,1e-06,0.001233,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0,0.000785,1e-06,1e-06,1e-06,1e-06,1e-06,3e-06,3e-06,3e-06,3e-06,3e-06,3e-06,3e-06,3e-06,3e-06,3e-06,3e-06,3e-06,3e-06,3e-06,3e-06,3e-06,0.000785,0.008369,0.362034,0.007731,0.488937,0.488937,0.488937,1.3e-05,3e-06,3e-06,0.001233,0.001233,3e-06,0.001233,0,0,0.000785,0.007216,1.3e-05,0.488937,0,0.488937,0,3e-06,3e-06,0,3e-06,3e-06,0,0,0.001233,0.001233,0.001233,0,0.549362,0.549362,0.549362,0.425415,1.3e-05,1.3e-05,1.3e-05,0.488937,0.488937,0.488937,0.488937,3e-06,0.001233,0.001233,0.425415,0.425415,0.425415
2019-05-21 22:00:00,0.001234,0.001234,0.001234,0.001234,0.001234,0.001234,1.1e-05,0.001234,1.1e-05,1.1e-05,1.1e-05,1.1e-05,0.001234,1.1e-05,1.1e-05,1.1e-05,1.1e-05,1.1e-05,1.1e-05,1.1e-05,1.1e-05,1.1e-05,1.1e-05,1.1e-05,1.1e-05,1.1e-05,1.1e-05,1.1e-05,1.1e-05,1.1e-05,1.1e-05,1.1e-05,1.1e-05,1.1e-05,1.1e-05,1.1e-05,1.1e-05,1.1e-05,1.1e-05,1.1e-05,0.001215,0.089723,1.1e-05,1.1e-05,1.1e-05,1.1e-05,1.1e-05,0.134394,0.134394,0.134394,0.134394,0.134394,0.134394,0.134394,0.134394,0.134394,0.134394,0.134394,0.134394,0.134394,0.134394,0.134394,0.134394,0.089723,3e-06,0.100048,0.322446,0.489502,0.489502,0.489502,0.00218,4e-06,4e-06,0.001234,0.001234,4e-06,0.001234,0.001215,0.001215,0.089723,0.001266,0.00218,0.489502,0.001215,0.489502,0.001215,4e-06,4e-06,0.001215,4e-06,4e-06,0.001215,0.001215,0.001234,0.001234,0.001234,0.001215,0.06679,0.06679,0.06679,0.088533,0.00218,0.00218,0.00218,0.489502,0.489502,0.489502,0.489502,4e-06,0.001234,0.001234,0.088533,0.088533,0.088533
2019-05-21 23:00:00,0,0,0,0,0,0,1.3e-05,0,1.3e-05,1.3e-05,1.3e-05,1.3e-05,0,1.3e-05,1.3e-05,1.3e-05,1.3e-05,1.3e-05,1.3e-05,1.3e-05,1.3e-05,1.3e-05,1.3e-05,1.3e-05,1.3e-05,1.3e-05,1.3e-05,1.3e-05,1.3e-05,1.3e-05,1.3e-05,1.3e-05,1.3e-05,1.3e-05,1.3e-05,1.3e-05,1.3e-05,1.3e-05,1.3e-05,1.3e-05,0.001954,0.090359,1.3e-05,1.3e-05,1.3e-05,1.3e-05,1.3e-05,0.135672,0.135672,0.135672,0.135672,0.135672,0.135672,0.135672,0.135672,0.135672,0.135672,0.135672,0.135672,0.135672,0.135672,0.135672,0.135672,0.090359,0.01794,0.106558,0.314719,0.000566,0.000566,0.000566,0.110093,1e-06,1e-06,0,0,1e-06,0,0.001954,0.001954,0.090359,0.016314,0.110093,0.000566,0.001954,0.000566,0.001954,1e-06,1e-06,0.001954,1e-06,1e-06,0.001954,0.001954,0,0,0,0.001954,0.403233,0.403233,0.403233,0.161828,0.110093,0.110093,0.110093,0.000566,0.000566,0.000566,0.000566,1e-06,0,0,0.161828,0.161828,0.161828
2019-05-22 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-22 01:00:00,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0,1e-06,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000924,0.000175,0.000175,0.000175,0,5.6e-05,5.6e-05,1e-06,1e-06,5.6e-05,1e-06,0,0,0,0,0,0.000175,0,0.000175,0,5.6e-05,5.6e-05,0,5.6e-05,5.6e-05,0,0,1e-06,1e-06,1e-06,0,0,0,0,0,0,0,0,0.000175,0.000175,0.000175,0.000175,5.6e-05,1e-06,1e-06,0,0,0
2019-05-22 02:00:00,0.031908,0.031908,0.031908,0.031908,0.031908,0.031908,0,0.031908,0,0,0,0,0.031908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001208,0.001137,0.001137,0.001137,1e-06,0.000745,0.000745,0.031908,0.031908,0.000745,0.031908,1e-06,1e-06,0,0,1e-06,0.001137,1e-06,0.001137,1e-06,0.000745,0.000745,1e-06,0.000745,0.000745,1e-06,1e-06,0.031908,0.031908,0.031908,1e-06,0,0,0,0,1e-06,1e-06,1e-06,0.001137,0.001137,0.001137,0.001137,0.000745,0.031908,0.031908,0,0,0
2019-05-22 03:00:00,0.05982,0.05982,0.05982,0.05982,0.05982,0.05982,0,0.05982,0,0,0,0,0.05982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000285,0.000964,0.000964,0.000964,0,0.00069,0.00069,0.05982,0.05982,0.00069,0.05982,0,0,0,0,0,0.000964,0,0.000964,0,0.00069,0.00069,0,0.00069,0.00069,0,0,0.05982,0.05982,0.05982,0,0,0,0,0,0,0,0,0.000964,0.000964,0.000964,0.000964,0.00069,0.05982,0.05982,0,0,0
2019-05-22 04:00:00,0.027913,0.027913,0.027913,0.027913,0.027913,0.027913,0,0.027913,0,0,0,0,0.027913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-06,2e-06,2e-06,2e-06,0,1e-06,1e-06,0.027913,0.027913,1e-06,0.027913,0,0,0,0,0,2e-06,0,2e-06,0,1e-06,1e-06,0,1e-06,1e-06,0,0,0.027913,0.027913,0.027913,0,0,0,0,0,0,0,0,2e-06,2e-06,2e-06,2e-06,1e-06,0.027913,0.027913,0,0,0
2019-05-22 05:00:00,0.003815,0.003815,0.003815,0.003815,0.003815,0.003815,1.5e-05,0.003815,1.5e-05,1.5e-05,1.5e-05,1.5e-05,0.003815,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,0.000436,0,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000423,0.000423,0.000423,0.000433,0.004894,0.004894,0.003815,0.003815,0.004894,0.003815,0.000436,0.000436,0,0,0.000433,0.000423,0.000436,0.000423,0.000436,0.004894,0.004894,0.000436,0.004894,0.004894,0.000436,0.000436,0.003815,0.003815,0.003815,0.000436,0,0,0,0,0.000433,0.000433,0.000433,0.000423,0.000423,0.000423,0.000423,0.004894,0.003815,0.003815,0,0,0
2019-05-22 06:00:00,0.01902,0.01902,0.01902,0.01902,0.01902,0.01902,0.000258,0.01902,0.000258,0.000258,0.000258,0.000258,0.01902,0.000258,0.000258,0.000258,0.000258,0.000258,0.000258,0.000258,0.000258,0.000258,0.000258,0.000258,0.000258,0.000258,0.000258,0.000258,0.000258,0.000258,0.000258,0.000258,0.000258,0.000258,0.000258,0.000258,0.000258,0.000258,0.000258,0.000258,0.000436,1e-06,0.000258,0.000258,0.000258,0.000258,0.000258,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,1e-06,5.9e-05,0.0029,0,0.000424,0.000424,0.000424,0.000433,0.006126,0.006126,0.01902,0.01902,0.006126,0.01902,0.000436,0.000436,1e-06,2.2e-05,0.000433,0.000424,0.000436,0.000424,0.000436,0.006126,0.006126,0.000436,0.006126,0.006126,0.000436,0.000436,0.01902,0.01902,0.01902,0.000436,0.000572,0.000572,0.000572,0.001103,0.000433,0.000433,0.000433,0.000424,0.000424,0.000424,0.000424,0.006126,0.01902,0.01902,0.001103,0.001103,0.001103
2019-05-22 07:00:00,0.015204,0.015204,0.015204,0.015204,0.015204,0.015204,0.000243,0.015204,0.000243,0.000243,0.000243,0.000243,0.015204,0.000243,0.000243,0.000243,0.000243,0.000243,0.000243,0.000243,0.000243,0.000243,0.000243,0.000243,0.000243,0.000243,0.000243,0.000243,0.000243,0.000243,0.000243,0.000243,0.000243,0.000243,0.000243,0.000243,0.000243,0.000243,0.000243,0.000243,0,1e-06,0.000243,0.000243,0.000243,0.000243,0.000243,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,1e-06,5.9e-05,0.0029,0,1e-06,1e-06,1e-06,0,0.001232,0.001232,0.015204,0.015204,0.001232,0.015204,0,0,1e-06,2.2e-05,0,1e-06,0,1e-06,0,0.001232,0.001232,0,0.001232,0.001232,0,0,0.015204,0.015204,0.015204,0,0.000572,0.000572,0.000572,0.001103,0,0,0,1e-06,1e-06,1e-06,1e-06,0.001232,0.015204,0.015204,0.001103,0.001103,0.001103
2019-05-22 08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-22 09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-22 10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-22 11:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-22 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-22 13:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-22 14:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-22 15:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-22 16:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-22 17:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-22 18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-22 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
