Times,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C_02B,Madiwela,C_01A,C_23,C_22,C_21,C_24,C_09D2,C_26,C_25,C_30,C_29,C_27A,C_28,C_06,C_07,C_04,C_03,C_05,C_20,C_17,C_19,C_10,C_18,C_16,C_14,C_13,C_15,C_08,C_11,C_31,C_32,C_33,C_12,C_01C,C_01B,C_01D,C_02A,C_09A,C_09B,C_09C,C_09D,C_19A,C_25A,C_25B,C_27B,C_28A,C_29C,C_02D,C_02C,C_02E
2019-05-22 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303277,0.000524,0.000524,0.000524,0.100702,6e-06,6e-06,0,0,6e-06,0,0,0,0,0,0.100702,0.000524,0,0.000524,0,6e-06,6e-06,0,6e-06,6e-06,0,0,0,0,0,0,0,0,0,0,0.100702,0.100702,0.100702,0.000524,0.000524,0.000524,0.000524,6e-06,0,0,0,0,0
2019-05-22 21:00:00,0.011579,0.011579,0.011579,0.011579,0.011579,0.011579,0.050042,0.011579,0.050042,0.050042,0.050042,0.050042,0.011579,0.050042,0.050042,0.050042,0.050042,0.050042,0.050042,0.050042,0.050042,0.050042,0.050042,0.050042,0.050042,0.050042,0.050042,0.050042,0.050042,0.050042,0.050042,0.050042,0.050042,0.050042,0.050042,0.050042,0.050042,0.050042,0.050042,0.050042,0.397413,0.092317,0.050042,0.050042,0.050042,0.050042,0.050042,0.199527,0.199527,0.199527,0.199527,0.199527,0.199527,0.199527,0.199527,0.199527,0.199527,0.199527,0.199527,0.199527,0.199527,0.199527,0.199527,0.092317,2e-06,3e-06,1.14947,0.233657,0.233657,0.233657,0.905999,0.166004,0.166004,0.011579,0.011579,0.166004,0.011579,0.397413,0.397413,0.092317,0.220436,0.905999,0.233657,0.397413,0.233657,0.397413,0.166004,0.166004,0.397413,0.166004,0.166004,0.397413,0.397413,0.011579,0.011579,0.011579,0.397413,0.000719,0.000719,0.000719,3e-06,0.905999,0.905999,0.905999,0.233657,0.233657,0.233657,0.233657,0.166004,0.011579,0.011579,3e-06,3e-06,3e-06
2019-05-22 22:00:00,0.016542,0.016542,0.016542,0.016542,0.016542,0.016542,0.060426,0.016542,0.060426,0.060426,0.060426,0.060426,0.016542,0.060426,0.060426,0.060426,0.060426,0.060426,0.060426,0.060426,0.060426,0.060426,0.060426,0.060426,0.060426,0.060426,0.060426,0.060426,0.060426,0.060426,0.060426,0.060426,0.060426,0.060426,0.060426,0.060426,0.060426,0.060426,0.060426,0.060426,0.88023,0.528524,0.060426,0.060426,0.060426,0.060426,0.060426,0.628809,0.628809,0.628809,0.628809,0.628809,0.628809,0.628809,0.628809,0.628809,0.628809,0.628809,0.628809,0.628809,0.628809,0.628809,0.628809,0.528524,0.001176,0.008298,1.41815,0.233681,0.233681,0.233681,1.17837,0.168897,0.168897,0.016542,0.016542,0.168897,0.016542,0.88023,0.88023,0.528524,0.482169,1.17837,0.233681,0.88023,0.233681,0.88023,0.168897,0.168897,0.88023,0.168897,0.168897,0.88023,0.88023,0.016542,0.016542,0.016542,0.88023,0.016133,0.016133,0.016133,0.003178,1.17837,1.17837,1.17837,0.233681,0.233681,0.233681,0.233681,0.168897,0.016542,0.016542,0.003178,0.003178,0.003178
2019-05-22 23:00:00,0.962896,0.962896,0.962896,0.962896,0.962896,0.962896,0.010396,0.962896,0.010396,0.010396,0.010396,0.010396,0.962896,0.010396,0.010396,0.010396,0.010396,0.010396,0.010396,0.010396,0.010396,0.010396,0.010396,0.010396,0.010396,0.010396,0.010396,0.010396,0.010396,0.010396,0.010396,0.010396,0.010396,0.010396,0.010396,0.010396,0.010396,0.010396,0.010396,0.010396,1.18447,0.733204,0.010396,0.010396,0.010396,0.010396,0.010396,0.429283,0.429283,0.429283,0.429283,0.429283,0.429283,0.429283,0.429283,0.429283,0.429283,0.429283,0.429283,0.429283,0.429283,0.429283,0.429283,0.733204,0.001179,0.191261,1.98973,0.776434,0.776434,0.776434,1.47489,0.642765,0.642765,0.962896,0.962896,0.642765,0.962896,1.18447,1.18447,0.733204,1.10102,1.47489,0.776434,1.18447,0.776434,1.18447,0.642765,0.642765,1.18447,0.642765,0.642765,1.18447,1.18447,0.962896,0.962896,0.962896,1.18447,0.165685,0.165685,0.165685,0.003345,1.47489,1.47489,1.47489,0.776434,0.776434,0.776434,0.776434,0.642765,0.962896,0.962896,0.003345,0.003345,0.003345
2019-05-23 00:00:00,2.15735,2.15735,2.15735,2.15735,2.15735,2.15735,1.5e-05,2.15735,1.5e-05,1.5e-05,1.5e-05,1.5e-05,2.15735,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,0.702331,0.297001,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297001,6e-06,0.182976,2.59696,1.96144,1.96144,1.96144,1.11555,1.78763,1.78763,2.15735,2.15735,1.78763,2.15735,0.702331,0.702331,0.297001,0.84,1.11555,1.96144,0.702331,1.96144,0.702331,1.78763,1.78763,0.702331,1.78763,1.78763,0.702331,0.702331,2.15735,2.15735,2.15735,0.702331,0.151071,0.151071,0.151071,0.00017,1.11555,1.11555,1.11555,1.96144,1.96144,1.96144,1.96144,1.78763,2.15735,2.15735,0.00017,0.00017,0.00017
2019-05-23 01:00:00,2.10744,2.10744,2.10744,2.10744,2.10744,2.10744,0.003691,2.10744,0.003691,0.003691,0.003691,0.003691,2.10744,0.003691,0.003691,0.003691,0.003691,0.003691,0.003691,0.003691,0.003691,0.003691,0.003691,0.003691,0.003691,0.003691,0.003691,0.003691,0.003691,0.003691,0.003691,0.003691,0.003691,0.003691,0.003691,0.003691,0.003691,0.003691,0.003691,0.003691,0.001855,7e-06,0.003691,0.003691,0.003691,0.003691,0.003691,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,7e-06,0,2.3e-05,2.19836,2.16836,2.16836,2.16836,0.034204,2.27247,2.27247,2.10744,2.10744,2.27247,2.10744,0.001855,0.001855,7e-06,0.000833,0.034204,2.16836,0.001855,2.16836,0.001855,2.27247,2.27247,0.001855,2.27247,2.27247,0.001855,0.001855,2.10744,2.10744,2.10744,0.001855,0.001767,0.001767,0.001767,7e-06,0.034204,0.034204,0.034204,2.16836,2.16836,2.16836,2.16836,2.27247,2.10744,2.10744,7e-06,7e-06,7e-06
2019-05-23 02:00:00,1.69305,1.69305,1.69305,1.69305,1.69305,1.69305,0.233586,1.69305,0.233586,0.233586,0.233586,0.233586,1.69305,0.233586,0.233586,0.233586,0.233586,0.233586,0.233586,0.233586,0.233586,0.233586,0.233586,0.233586,0.233586,0.233586,0.233586,0.233586,0.233586,0.233586,0.233586,0.233586,0.233586,0.233586,0.233586,0.233586,0.233586,0.233586,0.233586,0.233586,0.091084,0.054068,0.233586,0.233586,0.233586,0.233586,0.233586,0.084943,0.084943,0.084943,0.084943,0.084943,0.084943,0.084943,0.084943,0.084943,0.084943,0.084943,0.084943,0.084943,0.084943,0.084943,0.084943,0.054068,0.004922,0.062735,2.56587,2.43694,2.43694,2.43694,0.105657,1.83084,1.83084,1.69305,1.69305,1.83084,1.69305,0.091084,0.091084,0.054068,0.017713,0.105657,2.43694,0.091084,2.43694,0.091084,1.83084,1.83084,0.091084,1.83084,1.83084,0.091084,0.091084,1.69305,1.69305,1.69305,0.091084,0.019586,0.019586,0.019586,0.190566,0.105657,0.105657,0.105657,2.43694,2.43694,2.43694,2.43694,1.83084,1.69305,1.69305,0.190566,0.190566,0.190566
2019-05-23 03:00:00,1.54205,1.54205,1.54205,1.54205,1.54205,1.54205,0.229992,1.54205,0.229992,0.229992,0.229992,0.229992,1.54205,0.229992,0.229992,0.229992,0.229992,0.229992,0.229992,0.229992,0.229992,0.229992,0.229992,0.229992,0.229992,0.229992,0.229992,0.229992,0.229992,0.229992,0.229992,0.229992,0.229992,0.229992,0.229992,0.229992,0.229992,0.229992,0.229992,0.229992,0.089913,0.054065,0.229992,0.229992,0.229992,0.229992,0.229992,0.084928,0.084928,0.084928,0.084928,0.084928,0.084928,0.084928,0.084928,0.084928,0.084928,0.084928,0.084928,0.084928,0.084928,0.084928,0.084928,0.054065,0.004928,0.063323,2.99144,2.62358,2.62358,2.62358,0.085189,1.82912,1.82912,1.54205,1.54205,1.82912,1.54205,0.089913,0.089913,0.054065,0.017589,0.085189,2.62358,0.089913,2.62358,0.089913,1.82912,1.82912,0.089913,1.82912,1.82912,0.089913,0.089913,1.54205,1.54205,1.54205,0.089913,0.018621,0.018621,0.018621,0.271045,0.085189,0.085189,0.085189,2.62358,2.62358,2.62358,2.62358,1.82912,1.54205,1.54205,0.271045,0.271045,0.271045
2019-05-23 04:00:00,0.790511,0.790511,0.790511,0.790511,0.790511,0.790511,0.002923,0.790511,0.002923,0.002923,0.002923,0.002923,0.790511,0.002923,0.002923,0.002923,0.002923,0.002923,0.002923,0.002923,0.002923,0.002923,0.002923,0.002923,0.002923,0.002923,0.002923,0.002923,0.002923,0.002923,0.002923,0.002923,0.002923,0.002923,0.002923,0.002923,0.002923,0.002923,0.002923,0.002923,0.000849,1e-06,0.002923,0.002923,0.002923,0.002923,0.002923,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,1e-06,7e-06,0.000601,2.67596,1.78116,1.78116,1.78116,0.000611,1.19424,1.19424,0.790511,0.790511,1.19424,0.790511,0.000849,0.000849,1e-06,1e-05,0.000611,1.78116,0.000849,1.78116,0.000849,1.19424,1.19424,0.000849,1.19424,1.19424,0.000849,0.000849,0.790511,0.790511,0.790511,0.000849,0.00082,0.00082,0.00082,0.080485,0.000611,0.000611,0.000611,1.78116,1.78116,1.78116,1.78116,1.19424,0.790511,0.790511,0.080485,0.080485,0.080485
2019-05-23 05:00:00,1.23417,1.23417,1.23417,1.23417,1.23417,1.23417,0.36515,1.23417,0.36515,0.36515,0.36515,0.36515,1.23417,0.36515,0.36515,0.36515,0.36515,0.36515,0.36515,0.36515,0.36515,0.36515,0.36515,0.36515,0.36515,0.36515,0.36515,0.36515,0.36515,0.36515,0.36515,0.36515,0.36515,0.36515,0.36515,0.36515,0.36515,0.36515,0.36515,0.36515,0.3338,0.025728,0.36515,0.36515,0.36515,0.36515,0.36515,0.081952,0.081952,0.081952,0.081952,0.081952,0.081952,0.081952,0.081952,0.081952,0.081952,0.081952,0.081952,0.081952,0.081952,0.081952,0.081952,0.025728,0.000565,0.010673,3.57815,2.88975,2.88975,2.88975,0.103616,2.26415,2.26415,1.23417,1.23417,2.26415,1.23417,0.3338,0.3338,0.025728,0.001597,0.103616,2.88975,0.3338,2.88975,0.3338,2.26415,2.26415,0.3338,2.26415,2.26415,0.3338,0.3338,1.23417,1.23417,1.23417,0.3338,0.004438,0.004438,0.004438,0.003942,0.103616,0.103616,0.103616,2.88975,2.88975,2.88975,2.88975,2.26415,1.23417,1.23417,0.003942,0.003942,0.003942
2019-05-23 06:00:00,1.22302,1.22302,1.22302,1.22302,1.22302,1.22302,0.363869,1.22302,0.363869,0.363869,0.363869,0.363869,1.22302,0.363869,0.363869,0.363869,0.363869,0.363869,0.363869,0.363869,0.363869,0.363869,0.363869,0.363869,0.363869,0.363869,0.363869,0.363869,0.363869,0.363869,0.363869,0.363869,0.363869,0.363869,0.363869,0.363869,0.363869,0.363869,0.363869,0.363869,0.337015,0.025728,0.363869,0.363869,0.363869,0.363869,0.363869,0.081951,0.081951,0.081951,0.081951,0.081951,0.081951,0.081951,0.081951,0.081951,0.081951,0.081951,0.081951,0.081951,0.081951,0.081951,0.081951,0.025728,0.000565,0.010673,3.3043,2.432,2.432,2.432,0.10347,2.24856,2.24856,1.22302,1.22302,2.24856,1.22302,0.337015,0.337015,0.025728,0.00159,0.10347,2.432,0.337015,2.432,0.337015,2.24856,2.24856,0.337015,2.24856,2.24856,0.337015,0.337015,1.22302,1.22302,1.22302,0.337015,0.003624,0.003624,0.003624,0.003942,0.10347,0.10347,0.10347,2.432,2.432,2.432,2.432,2.24856,1.22302,1.22302,0.003942,0.003942,0.003942
2019-05-23 07:00:00,0.027029,0.027029,0.027029,0.027029,0.027029,0.027029,0.00174,0.027029,0.00174,0.00174,0.00174,0.00174,0.027029,0.00174,0.00174,0.00174,0.00174,0.00174,0.00174,0.00174,0.00174,0.00174,0.00174,0.00174,0.00174,0.00174,0.00174,0.00174,0.00174,0.00174,0.00174,0.00174,0.00174,0.00174,0.00174,0.00174,0.00174,0.00174,0.00174,0.00174,0.004654,1e-06,0.00174,0.00174,0.00174,0.00174,0.00174,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0,0,1.01561,0.193735,0.193735,0.193735,0.001444,0.070051,0.070051,0.027029,0.027029,0.070051,0.027029,0.004654,0.004654,1e-06,6e-06,0.001444,0.193735,0.004654,0.193735,0.004654,0.070051,0.070051,0.004654,0.070051,0.070051,0.004654,0.004654,0.027029,0.027029,0.027029,0.004654,9e-06,9e-06,9e-06,0,0.001444,0.001444,0.001444,0.193735,0.193735,0.193735,0.193735,0.070051,0.027029,0.027029,0,0,0
2019-05-23 08:00:00,0.034691,0.034691,0.034691,0.034691,0.034691,0.034691,0.000815,0.034691,0.000815,0.000815,0.000815,0.000815,0.034691,0.000815,0.000815,0.000815,0.000815,0.000815,0.000815,0.000815,0.000815,0.000815,0.000815,0.000815,0.000815,0.000815,0.000815,0.000815,0.000815,0.000815,0.000815,0.000815,0.000815,0.000815,0.000815,0.000815,0.000815,0.000815,0.000815,0.000815,0.000621,1e-06,0.000815,0.000815,0.000815,0.000815,0.000815,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,1e-06,0,0,0.704716,0.204775,0.204775,0.204775,0.001414,0.0288,0.0288,0.034691,0.034691,0.0288,0.034691,0.000621,0.000621,1e-06,3e-06,0.001414,0.204775,0.000621,0.204775,0.000621,0.0288,0.0288,0.000621,0.0288,0.0288,0.000621,0.000621,0.034691,0.034691,0.034691,0.000621,6e-06,6e-06,6e-06,0,0.001414,0.001414,0.001414,0.204775,0.204775,0.204775,0.204775,0.0288,0.034691,0.034691,0,0,0
2019-05-23 09:00:00,0.029994,0.029994,0.029994,0.029994,0.029994,0.029994,0.000624,0.029994,0.000624,0.000624,0.000624,0.000624,0.029994,0.000624,0.000624,0.000624,0.000624,0.000624,0.000624,0.000624,0.000624,0.000624,0.000624,0.000624,0.000624,0.000624,0.000624,0.000624,0.000624,0.000624,0.000624,0.000624,0.000624,0.000624,0.000624,0.000624,0.000624,0.000624,0.000624,0.000624,3.2e-05,1e-06,0.000624,0.000624,0.000624,0.000624,0.000624,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.551567,0,1.38265,0.294233,0.294233,0.294233,0.000434,0.014411,0.014411,0.029994,0.029994,0.014411,0.029994,3.2e-05,3.2e-05,1e-06,1e-06,0.000434,0.294233,3.2e-05,0.294233,3.2e-05,0.014411,0.014411,3.2e-05,0.014411,0.014411,3.2e-05,3.2e-05,0.029994,0.029994,0.029994,3.2e-05,1e-06,1e-06,1e-06,0,0.000434,0.000434,0.000434,0.294233,0.294233,0.294233,0.294233,0.014411,0.029994,0.029994,0,0,0
2019-05-23 10:00:00,0.000101,0.000101,0.000101,0.000101,0.000101,0.000101,0.00079,0.000101,0.00079,0.00079,0.00079,0.00079,0.000101,0.00079,0.00079,0.00079,0.00079,0.00079,0.00079,0.00079,0.00079,0.00079,0.00079,0.00079,0.00079,0.00079,0.00079,0.00079,0.00079,0.00079,0.00079,0.00079,0.00079,0.00079,0.00079,0.00079,0.00079,0.00079,0.00079,0.00079,0.103167,0.009497,0.00079,0.00079,0.00079,0.00079,0.00079,0.135163,0.135163,0.135163,0.135163,0.135163,0.135163,0.135163,0.135163,0.135163,0.135163,0.135163,0.135163,0.135163,0.135163,0.135163,0.135163,0.009497,0.551698,0.002155,2.09919,0.316143,0.316143,0.316143,0.124954,0.002199,0.002199,0.000101,0.000101,0.002199,0.000101,0.103167,0.103167,0.009497,0.009939,0.124954,0.316143,0.103167,0.316143,0.103167,0.002199,0.002199,0.103167,0.002199,0.002199,0.103167,0.103167,0.000101,0.000101,0.000101,0.103167,0.362604,0.362604,0.362604,0.001503,0.124954,0.124954,0.124954,0.316143,0.316143,0.316143,0.316143,0.002199,0.000101,0.000101,0.001503,0.001503,0.001503
2019-05-23 11:00:00,0.000199,0.000199,0.000199,0.000199,0.000199,0.000199,0.000792,0.000199,0.000792,0.000792,0.000792,0.000792,0.000199,0.000792,0.000792,0.000792,0.000792,0.000792,0.000792,0.000792,0.000792,0.000792,0.000792,0.000792,0.000792,0.000792,0.000792,0.000792,0.000792,0.000792,0.000792,0.000792,0.000792,0.000792,0.000792,0.000792,0.000792,0.000792,0.000792,0.000792,0.544019,0.375354,0.000792,0.000792,0.000792,0.000792,0.000792,0.13517,0.13517,0.13517,0.13517,0.13517,0.13517,0.13517,0.13517,0.13517,0.13517,0.13517,0.13517,0.13517,0.13517,0.13517,0.13517,0.375354,0.014578,0.002269,2.38376,0.187609,0.187609,0.187609,0.12496,0.003454,0.003454,0.000199,0.000199,0.003454,0.000199,0.544019,0.544019,0.375354,0.011467,0.12496,0.187609,0.544019,0.187609,0.544019,0.003454,0.003454,0.544019,0.003454,0.003454,0.544019,0.544019,0.000199,0.000199,0.000199,0.544019,0.363661,0.363661,0.363661,0.005389,0.12496,0.12496,0.12496,0.187609,0.187609,0.187609,0.187609,0.003454,0.000199,0.000199,0.005389,0.005389,0.005389
2019-05-23 12:00:00,9.9e-05,9.9e-05,9.9e-05,9.9e-05,9.9e-05,9.9e-05,2e-06,9.9e-05,2e-06,2e-06,2e-06,2e-06,9.9e-05,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,0.440853,0.365857,2e-06,2e-06,2e-06,2e-06,2e-06,7e-06,7e-06,7e-06,7e-06,7e-06,7e-06,7e-06,7e-06,7e-06,7e-06,7e-06,7e-06,7e-06,7e-06,7e-06,7e-06,0.365857,0.014447,0.000115,1.02072,0.000696,0.000696,0.000696,7e-06,0.001256,0.001256,9.9e-05,9.9e-05,0.001256,9.9e-05,0.440853,0.440853,0.365857,0.001527,7e-06,0.000696,0.440853,0.000696,0.440853,0.001256,0.001256,0.440853,0.001256,0.001256,0.440853,0.440853,9.9e-05,9.9e-05,9.9e-05,0.440853,0.001058,0.001058,0.001058,0.003886,7e-06,7e-06,7e-06,0.000696,0.000696,0.000696,0.000696,0.001256,9.9e-05,9.9e-05,0.003886,0.003886,0.003886
2019-05-23 13:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-23 14:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-23 15:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-23 16:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-23 17:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-23 18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-23 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011883,0.011883,0.011883,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-23 20:00:00,0.000882,0.000882,0.000882,0.000882,0.000882,0.000882,1.54115,0.000882,1.54115,1.54115,1.54115,1.54115,0.000882,1.54115,1.54115,1.54115,1.54115,1.54115,1.54115,1.54115,1.54115,1.54115,1.54115,1.54115,1.54115,1.54115,1.54115,1.54115,1.54115,1.54115,1.54115,1.54115,1.54115,1.54115,1.54115,1.54115,1.54115,1.54115,1.54115,1.54115,1.07411,0.775071,1.54115,1.54115,1.54115,1.54115,1.54115,0.40736,0.40736,0.40736,0.40736,0.40736,0.40736,0.40736,0.40736,0.40736,0.40736,0.40736,0.40736,0.40736,0.40736,0.40736,0.40736,0.775071,0.360754,0,0.957756,1.35816,1.35816,1.35816,0.441623,1.59938,1.59938,0.000882,0.000882,1.59938,0.000882,1.07411,1.07411,0.775071,0.556048,0.441623,1.35816,1.07411,1.35816,1.07411,1.59938,1.59938,1.07411,1.59938,1.59938,1.07411,1.07411,0.000882,0.000882,0.000882,1.07411,0.356483,0.356483,0.356483,0.354824,0.441623,0.441623,0.441623,1.35816,1.35816,1.35816,1.35816,1.59938,0.000882,0.000882,0.354824,0.354824,0.354824
2019-05-23 21:00:00,0.31948,0.31948,0.31948,0.31948,0.31948,0.31948,4.82087,0.31948,4.82087,4.82087,4.82087,4.82087,0.31948,4.82087,4.82087,4.82087,4.82087,4.82087,4.82087,4.82087,4.82087,4.82087,4.82087,4.82087,4.82087,4.82087,4.82087,4.82087,4.82087,4.82087,4.82087,4.82087,4.82087,4.82087,4.82087,4.82087,4.82087,4.82087,4.82087,4.82087,3.44659,1.65851,4.82087,4.82087,4.82087,4.82087,4.82087,1.27437,1.27437,1.27437,1.27437,1.27437,1.27437,1.27437,1.27437,1.27437,1.27437,1.27437,1.27437,1.27437,1.27437,1.27437,1.27437,1.65851,0.362857,0.006479,4.2758,4.07239,4.07239,4.07239,2.64248,3.55277,3.55277,0.31948,0.31948,3.55277,0.31948,3.44659,3.44659,1.65851,0.928759,2.64248,4.07239,3.44659,4.07239,3.44659,3.55277,3.55277,3.44659,3.55277,3.55277,3.44659,3.44659,0.31948,0.31948,0.31948,3.44659,0.349805,0.349805,0.349805,0.360824,2.64248,2.64248,2.64248,4.07239,4.07239,4.07239,4.07239,3.55277,0.31948,0.31948,0.360824,0.360824,0.360824
2019-05-23 22:00:00,1.69004,1.69004,1.69004,1.69004,1.69004,1.69004,5.99543,1.69004,5.99543,5.99543,5.99543,5.99543,1.69004,5.99543,5.99543,5.99543,5.99543,5.99543,5.99543,5.99543,5.99543,5.99543,5.99543,5.99543,5.99543,5.99543,5.99543,5.99543,5.99543,5.99543,5.99543,5.99543,5.99543,5.99543,5.99543,5.99543,5.99543,5.99543,5.99543,5.99543,5.25668,1.30878,5.99543,5.99543,5.99543,5.99543,5.99543,1.46721,1.46721,1.46721,1.46721,1.46721,1.46721,1.46721,1.46721,1.46721,1.46721,1.46721,1.46721,1.46721,1.46721,1.46721,1.46721,1.30878,0.578822,0.800707,6.11562,5.43463,5.43463,5.43463,5.13644,4.73273,4.73273,1.69004,1.69004,4.73273,1.69004,5.25668,5.25668,1.30878,0.712487,5.13644,5.43463,5.25668,5.43463,5.25668,4.73273,4.73273,5.25668,4.73273,4.73273,5.25668,5.25668,1.69004,1.69004,1.69004,5.25668,0.633232,0.633232,0.633232,0.257226,5.13644,5.13644,5.13644,5.43463,5.43463,5.43463,5.43463,4.73273,1.69004,1.69004,0.257226,0.257226,0.257226
